11096	8606620	1
11096	8606621	2
11096	8606624	3
11096	8296006	4
11096	8296001	5
11096	6647325	6
11096	911097	7
11096	2689155	8
11096	8296002	9
11096	8296004	10
11096	2689151	11
11096	8208316	12
11096	820549	13
11096	7535558	14
11096	2568674	15
11096	505455	16
11096	911100	17
11096	911096	18
11096	1391571	19
11096	7535555	20
11096	7855286	21
11096	3489331	22
11096	8227114	23
11096	2277163	24
11096	2277155	25
11096	2689154	26
11096	2689157	27
11096	2689149	28
11096	7526146	29
11096	8296000	30
11096	1967639	31
11096	2719748	32
11096	4002036	33
11096	8399440	34
11096	7535552	35
11096	7535554	36
11096	5695146	37
11096	5819658	38
11096	1967637	39
11096	5855684	40
11096	7637797	41
11096	418058	42
11096	2277154	43
11096	4680203	44
11096	1391574	45
11096	1868423	46
11096	116488	47
11096	6029408	48
11096	7871171	49
11096	5530073	50
11096	1965607	51
11096	2277157	52
11096	5834728	53
11096	1672429	54
11096	2942743	55
11096	8792078	56
11096	5734834	57
11096	7412952	58
11096	1391575	59
11096	911103	60
11096	4266266	61
11096	4296475	62
11096	418053	63
11096	4394898	64
11096	116482	65
11096	2883769	66
11096	4891512	67
11096	4394900	68
11096	8296007	69
11096	116481	70
11096	5640449	71
11096	2720039	72
11096	418060	73
11096	6586927	74
11096	5624375	75
11096	6163005	76
11096	2713637	77
11096	6348252	78
11096	4680197	79
11096	4891514	80
11096	116485	81
11096	5624376	82
11096	8606623	83
11096	4394901	84
11096	7381798	85
11096	8606622	86
11096	6348258	87
11096	8227111	88
11096	7871167	89
11096	5754511	90
11096	2265899	91
11096	5623506	92
11096	5734828	93
11096	5834725	94
11096	1868421	95
11096	7871173	96
11096	4029043	97
11096	5754509	98
11096	4328289	99
11096	6152054	100
11096	1967638	101
11096	6425068	102
11096	1355601	103
11096	6152053	104
11096	5640446	105
11096	6383676	106
11096	2277161	107
11096	7412951	108
11096	7199234	109
11096	7199235	110
11096	8484705	111
11096	8790374	112
11096	5734833	113
11096	311066	114
11096	5754510	115
11096	4394897	116
11096	8320882	117
11096	5649244	118
11096	1294904	119
11096	7535556	120
11096	1967640	121
11096	7535557	122
11096	116484	123
11096	418055	124
11096	2327667	125
11096	5855681	126
11096	5624373	127
11096	7552160	128
11096	7489867	129
11096	7489875	130
11096	1355609	131
11096	5860208	132
11096	6939413	133
11096	944404	134
11096	5640454	135
11096	7590194	136
11096	3763688	137
11096	4891507	138
11096	5228127	139
11096	5640448	140
11096	6939412	141
11096	6345912	142
11096	1967642	143
11096	5754514	144
11096	8296003	145
11096	4680202	146
11096	1391573	147
11096	2713641	148
11096	8258339	149
11096	6647328	150
11096	7537891	151
11096	8820743	152
11096	2689152	153
11096	7412947	154
11096	2241267	155
11096	5734830	156
11096	7535560	157
11096	4891508	158
11096	4394902	159
11096	4266267	160
11096	5464002	161
11096	6425066	162
11096	1967643	163
11096	2883770	164
11096	5640445	165
11096	4891516	166
11096	116480	167
11096	5941966	168
11096	327146	169
11096	6348253	170
11096	7997494	171
11096	5732177	172
11096	735209	173
11096	6238711	174
11096	2706473	175
11096	5754515	176
11096	2271004	177
11096	8606625	178
11096	4891515	179
11096	3669866	180
11096	1868420	181
11096	6333020	182
11096	1819529	183
11096	4034809	184
11096	4696136	185
11096	2883768	186
11096	1244072	187
11096	640241	188
11096	4266263	189
11096	5734829	190
11096	7412946	191
11096	6333019	192
11096	4243609	193
11096	4463668	194
11096	5327720	195
11096	5855682	196
11096	5855683	197
11096	7310605	198
11096	4296473	199
11096	3489332	200
11096	5898735	201
11096	8336019	202
11096	8258337	203
11096	3431666	204
11096	2241261	205
11096	2578283	206
11096	2112643	207
11096	418056	208
11096	1449887	209
11096	7412105	210
11096	311067	211
11096	7338209	212
11096	8542321	213
11096	550861	214
11096	5736596	215
11096	2568676	216
11096	8336016	217
11096	6425070	218
11096	7997497	219
11096	4891509	220
11096	7680452	221
11096	6012955	222
11096	6000684	223
11096	1868424	224
11096	5495287	225
11096	1967641	226
11096	2942748	227
11096	6647324	228
11096	8336018	229
11096	640240	230
11096	5611160	231
11096	7997493	232
11096	2087672	233
11096	5736597	234
11096	5520072	235
11096	8477212	236
11096	327151	237
11096	5843688	238
11096	8336022	239
11096	4714289	240
11096	1868422	241
11096	8167033	242
11096	5860209	243
11096	6620937	244
11096	8261933	245
11096	327153	246
11096	4048793	247
11096	5640452	248
11096	5640453	249
11096	5530070	250
11096	5520073	251
11096	5732178	252
11096	5640447	253
11096	7245248	254
11096	8569689	255
11096	8542317	256
11096	5800438	257
11096	7857357	258
11096	8005609	259
11096	2719747	260
11096	5530068	261
11096	1153329	262
11096	4891510	263
11096	1868425	264
11096	2597275	265
11096	4680200	266
11096	8336017	267
11096	5843687	268
11096	7871174	269
11096	640237	270
11096	2841294	271
11096	2883771	272
11096	418052	273
11096	1948198	274
11096	2182496	275
11096	8296005	276
11096	4891513	277
11096	2406008	278
11096	5327713	279
11096	550863	280
11096	6070831	281
11096	5327717	282
11096	8487364	283
11096	8487365	284
11096	8487366	285
11096	5530072	286
11096	5932942	287
11096	6340040	288
11096	6070828	289
11096	418054	290
11096	7338212	291
11096	2778418	292
11096	5520071	293
11096	1948199	294
11096	4265668	295
11096	5640450	296
11096	1244079	297
11096	2182491	298
11096	6163007	299
11096	5800437	300
11096	8569695	301
11096	671136	302
11096	4680196	303
11096	6345913	304
11096	6383669	305
11096	1819533	306
11096	8004671	307
11096	7310612	308
11096	4048797	309
11096	2706479	310
11096	5734832	311
11096	2597268	312
11096	550858	313
11096	2182493	314
11096	3431659	315
11096	6641960	316
11096	5754513	317
11096	6340037	318
11096	7489873	319
11096	8790379	320
11096	7552167	321
11096	6484177	322
11096	1153331	323
11096	5734831	324
11096	4400097	325
11096	2597269	326
11096	5530069	327
11096	1391576	328
11096	5327712	329
11096	6095083	330
11096	1433261	331
11096	8143578	332
11096	735208	333
11096	8827495	334
11096	5327714	335
11096	395134	336
11096	4034813	337
11096	4048798	338
11096	7855288	339
11096	4048796	340
11096	2397426	341
11096	8827493	342
11096	5327719	343
11096	5736599	344
11096	3763686	345
11096	8143571	346
11096	2706476	347
11096	6162816	348
11096	5377047	349
11096	2844076	350
11096	1391568	351
11096	2568671	352
11096	6070834	353
11096	6603175	354
11096	2844077	355
11096	3431658	356
11096	6345914	357
11096	8484704	358
11096	6348255	359
11096	2745661	360
11096	6348257	361
11096	1391577	362
11096	3647456	363
11096	1473140	364
11096	6383673	365
11096	7338203	366
11096	4094670	367
11096	8125963	368
11096	6155362	369
11096	1672435	370
11096	7239682	371
11096	1616379	372
11096	6520912	373
11096	4823991	374
11096	4823990	375
11096	842097	376
11096	1751953	377
11096	4823996	378
11096	7529873	379
11096	1391572	380
11096	7338210	381
11096	5006644	382
11096	4296477	383
11096	7310608	384
11096	4680199	385
11096	2578276	386
11096	5841125	387
11096	1447319	388
11096	7338206	389
11096	4296478	390
11096	5575625	391
11096	6348256	392
11096	842096	393
11096	8167035	394
11096	2706474	395
11096	5228130	396
11096	2241262	397
11096	7680446	398
11096	2578280	399
11096	2241258	400
11096	5843686	401
11096	6000682	402
11096	4048795	403
11096	8261931	404
11096	3431662	405
11096	5244029	406
11096	3807771	407
11096	5695142	408
11096	7695272	409
11096	3154230	410
11096	6901409	411
11096	7552165	412
11096	8484707	413
11096	2182490	414
11096	5100002	415
11096	1335374	416
11096	6152052	417
11096	5228126	418
11096	5228131	419
11096	3755972	420
11096	842095	421
11096	3300246	422
11096	8277381	423
11096	7338204	424
11096	5459163	425
11096	3431664	426
11096	671141	427
11096	5228132	428
11096	4823993	429
11096	311061	430
11096	8830651	431
11096	5789240	432
11096	5624377	433
11096	4823995	434
11096	8790380	435
11096	6430684	436
11096	7631362	437
11096	6647326	438
11096	4680201	439
11096	1933217	440
11096	5228124	441
11096	5228129	442
11096	5520074	443
11096	5228123	444
11096	398800	445
11096	4883861	446
11096	8287635	447
11096	264612	448
11096	5442104	449
11096	5641962	450
11096	5754512	451
11096	7648147	452
11096	1672438	453
11096	327149	454
11096	1449886	455
11096	6318016	456
11096	6152051	457
11096	3431663	458
11096	4096598	459
11096	5099998	460
11096	2719746	461
11096	6484179	462
11096	8029709	463
11096	4463667	464
11096	2844082	465
11096	5520068	466
11096	4312603	467
11096	5991911	468
11096	699816	469
11096	2241260	470
11096	7855289	471
11096	5736598	472
11096	311060	473
11096	5228125	474
11096	7456398	475
11096	311068	476
11096	2713640	477
11096	5228128	478
11096	550859	479
11096	5327715	480
11096	1550512	481
11096	4891511	482
11096	6070830	483
11096	5459167	484
11096	8336015	485
11096	5464069	486
11096	418059	487
11096	7431089	488
11096	4312598	489
11096	5967384	490
11096	1153337	491
11096	7310614	492
11096	7431093	493
11096	4394899	494
11096	1356084	495
11096	5545979	496
11096	1729447	497
11096	8383407	498
11096	7981102	499
11096	327154	500
11096	1933219	501
11096	311063	502
11096	7431091	503
11096	7857362	504
11096	1473143	505
11096	8827491	506
11096	6506304	507
11096	1433266	508
11096	3535633	509
11096	2412483	510
11096	2923085	511
11096	6792010	512
11096	6797560	513
11096	8542315	514
11096	2568679	515
11096	1280189	516
11096	5289458	517
11096	4940009	518
11096	6162809	519
11096	8320884	520
11096	1691035	521
11096	2182492	522
11096	6520915	523
11096	8484701	524
11096	842102	525
11096	2689156	526
11096	6506298	527
11096	8344904	528
11096	648618	529
11096	5464065	530
11096	2848653	531
11096	5843691	532
11096	6641959	533
11096	5736595	534
11096	2568678	535
11096	4940003	536
11096	8167029	537
11096	699818	538
11096	7412103	539
11096	2923077	540
11096	5008929	541
11096	8167027	542
11096	1391570	543
11096	5754508	544
11096	842100	545
11096	8272862	546
11096	648615	547
11096	4788422	548
11096	7629787	549
11096	7310610	550
11096	6647322	551
11096	5638221	552
11096	398805	553
11096	3010266	554
11096	2265897	555
11096	6000685	556
11096	6430689	557
11096	525769	558
11096	4558749	559
11096	3763695	560
11096	3915484	561
11096	5967383	562
11096	1933216	563
11096	4048800	564
11096	41923	565
11096	7708944	566
11096	911098	567
11096	1356093	568
11096	1657444	569
11096	671973	570
11096	7202672	571
11096	2713644	572
11096	4407397	573
11096	3765053	574
11096	264611	575
11096	7435443	576
11096	5865883	577
11096	1449847	578
11096	5048938	579
11096	2778412	580
11096	860824	581
11096	4328287	582
11096	7199233	583
11096	5583254	584
11096	4296476	585
11096	4704740	586
11096	8820740	587
11096	927690	588
11096	4223208	589
11096	7629783	590
11096	7489868	591
11096	5623504	592
11096	5008928	593
11096	7554213	594
11096	184419	595
11096	5495286	596
11096	5623498	597
11096	6506301	598
11096	6162810	599
11096	6703938	600
11096	2346812	601
11096	2689153	602
11096	8258336	603
11096	5440287	604
11096	1528319	605
11096	41924	606
11096	1672434	607
11096	4963727	608
11096	7608100	609
11096	6383674	610
11096	6059085	611
11096	2613833	612
11096	3077645	613
11096	6586926	614
11096	1294913	615
11096	5289463	616
11096	311069	617
11096	6506302	618
11096	2143997	619
11096	2182498	620
11096	5865886	621
11096	5024210	622
11096	1751948	623
11096	1449851	624
11096	8281132	625
11096	3266638	626
11096	2182494	627
11096	5166356	628
11096	7435444	629
11096	5647461	630
11096	2719750	631
11096	8132690	632
11096	6054368	633
11096	2578285	634
11096	648616	635
11096	5314453	636
11096	2719744	637
11096	8335928	638
11096	4252189	639
11096	1137383	640
11096	4807598	641
11096	6412926	642
11096	1691037	643
11096	4142506	644
11096	653610	645
11096	4823997	646
11096	6602672	647
11096	5084597	648
11096	5640451	649
11096	6152055	650
11096	8790382	651
11096	6059084	652
11096	7529879	653
11096	5695141	654
11096	395131	655
11096	7648150	656
11096	859087	657
11096	877163	658
11096	5967385	659
11096	4954900	660
11096	8792083	661
11096	7245251	662
11096	6442726	663
11096	8520981	664
11096	2063631	665
11096	699096	666
11096	4048801	667
11096	3099911	668
11096	5721424	669
11096	1355606	670
11096	877159	671
11096	754587	672
11096	3154490	673
11096	1504094	674
11096	820320	675
11096	6349541	676
11096	8670618	677
11096	116483	678
11096	4788424	679
11096	2182489	680
11096	2241263	681
11096	3922352	682
11096	640239	683
11096	7985872	684
11096	8258340	685
11096	7925857	686
11096	5147359	687
11096	4272425	688
11096	7535559	689
11096	5099033	690
11096	116479	691
11096	2355997	692
11096	1714201	693
11096	5695145	694
11096	4034811	695
11096	7855287	696
11096	1898567	697
11096	6474120	698
11096	3765059	699
11096	2923076	700
11096	2271001	701
11096	2706477	702
11096	5327711	703
11096	3653299	704
11096	1335372	705
11096	7888942	706
11096	4916577	707
11096	4916578	708
11096	5024219	709
11096	5623507	710
11096	3788764	711
11096	8237354	712
11096	7762349	713
11096	963960	714
11096	6349543	715
11096	3882292	716
11096	4296482	717
11096	8484703	718
11096	7338205	719
11096	2628010	720
11096	4700736	721
11096	6506303	722
11096	5834729	723
11096	5508365	724
11096	8484706	725
11096	6078793	726
11096	7537154	727
11096	3886310	728
11096	5242616	729
11096	8837999	730
11096	7732764	731
11096	2437290	732
11096	5863879	733
11096	5736600	734
11096	5545977	735
11096	5296120	736
11096	5898734	737
11096	860494	738
11096	8772243	739
11096	6520907	740
11096	2068232	741
11096	6245130	742
11096	5530294	743
11096	8670612	744
11096	5859051	745
11096	2344040	746
11096	2265896	747
11096	2809124	748
11096	4940006	749
11096	5623499	750
11096	4463672	751
11096	6430686	752
11096	4287079	753
11096	8665286	754
11096	7435442	755
11096	5024212	756
11096	4788420	757
11096	4048794	758
11096	5843692	759
11096	1162229	760
11096	6497311	761
11096	6703935	762
11096	5695138	763
11096	7191962	764
11096	7680453	765
11096	2706482	766
11096	5648795	767
11096	5991912	768
11096	5638217	769
11096	2412491	770
11096	6506299	771
11096	6506305	772
11096	6901404	773
11096	3261735	774
11096	4977641	775
11096	2589072	776
11096	8820741	777
11096	5024211	778
11096	2883772	779
11096	7680445	780
11096	2545201	781
11096	754588	782
11096	8011201	783
11096	2942747	784
11096	2778415	785
11096	2706478	786
11096	1356085	787
11096	6506300	788
11096	2010203	789
11096	7532719	790
11096	5576310	791
11096	1528321	792
11096	3251392	793
11096	5582463	794
11096	8125960	795
11096	5860213	796
11096	2699001	797
11096	8354860	798
11096	5932911	799
11096	2241265	800
11096	3251393	801
11096	6349540	802
11096	1585318	803
11096	2412490	804
11096	2288356	805
11096	2545194	806
11096	5958938	807
11096	4224701	808
11096	6078789	809
11096	5140163	810
11096	881625	811
11096	4698414	812
11096	1804770	813
11096	6025460	814
11096	7504536	815
11096	6349542	816
11096	6648393	817
11096	6044916	818
11096	5520771	819
11096	3092997	820
11096	1219321	821
11096	4265674	822
11096	4266264	823
11096	6070829	824
11096	116487	825
11096	4308230	826
11096	5024218	827
11096	8003498	828
11096	1146928	829
11096	3300250	830
11096	3151778	831
11096	2883773	832
11096	5786234	833
11096	5360247	834
11096	395130	835
11096	3255181	836
11096	398809	837
11096	2961929	838
11096	7554212	839
11096	6491517	840
11096	7245243	841
11096	1672437	842
11096	2077992	843
11096	6575980	844
11096	7199239	845
11096	6004653	846
11096	6009596	847
11096	3614584	848
11096	5921047	849
11096	6365660	850
11096	1335375	851
11096	1729439	852
11096	4373562	853
11096	7979672	854
11096	5058627	855
11096	7280464	856
11096	2439182	857
11096	1064937	858
11096	6519925	859
11096	6428319	860
11096	786821	861
11096	6349545	862
11096	8569696	863
11096	269100	864
11096	3212237	865
11096	7504533	866
11096	8134769	867
11096	1940642	868
11096	860821	869
11096	5837751	870
11096	6161470	871
11096	2597266	872
11096	958136	873
11096	6960161	874
11096	6430688	875
11096	8527188	876
11096	6527940	877
11096	5833370	878
11096	2471055	879
11096	6412923	880
11096	7537149	881
11096	7408037	882
11096	4515735	883
11096	7045867	884
11096	2112638	885
11096	526254	886
11096	2027136	887
11096	3277528	888
11096	4407399	889
11096	2940167	890
11096	5292043	891
11096	3014012	892
11096	6797559	893
11096	2023757	894
11096	1990917	895
11096	5897384	896
11096	785365	897
11096	3199984	898
11096	3212236	899
11096	1248457	900
11096	7985874	901
11096	5966157	902
11096	4266265	903
11096	5859050	904
11096	472571	905
11096	216022	906
11096	7553672	907
11096	5702264	908
11096	2910167	909
11096	7695263	910
11096	2910170	911
11096	8214864	912
11096	5582462	913
11096	8494686	914
11096	8598179	915
11096	8598180	916
11096	2821540	917
11096	5476628	918
